Chiquinho Brazão ,dep.chiquinhobrazao@camara.leg.br,Exmo. Senhor Deputado,507
Chris Tonietto ,dep.christonietto@camara.leg.br,Exma. Senhora Deputada,446
Christiane de Souza Yared ,dep.christianedesouzayared@camara.leg.br,Exma. Senhora Deputada,201
Christino Aureo ,dep.christinoaureo@camara.leg.br,Exmo. Senhor Deputado,227
Clarissa Garotinho ,dep.clarissagarotinho@camara.leg.br,Exma. Senhora Deputada,714
Claudio Cajado ,dep.claudiocajado@camara.leg.br,Exmo. Senhor Deputado,630
Cleber Verde ,dep.cleberverde@camara.leg.br,Exmo. Senhor Deputado,710
Coronel Armando ,dep.coronelarmando@camara.leg.br,Exmo. Senhor Deputado,268
Coronel Chrisóstomo ,dep.coronelchrisostomo@camara.leg.br,Exmo. Senhor Deputado,458
Coronel Tadeu ,dep.coroneltadeu@camara.leg.br,Exmo. Senhor Deputado,756
Cristiano Vale ,dep.cristianovale@camara.leg.br,Exmo. Senhor Deputado,822
Da Vitoria ,dep.davitoria@camara.leg.br,Exmo. Senhor Deputado,579
Dagoberto Nogueira ,dep.dagobertonogueira@camara.leg.br,Exmo. Senhor Deputado,522
Damião Feliciano ,dep.damiaofeliciano@camara.leg.br,Exmo. Senhor Deputado,938
Daniel Almeida ,dep.danielalmeida@camara.leg.br,Exmo. Senhor Deputado,317
Daniel Coelho ,dep.danielcoelho@camara.leg.br,Exmo. Senhor Deputado,813
Daniel Freitas ,dep.danielfreitas@camara.leg.br,Exmo. Senhor Deputado,273
Daniel Silveira ,dep.danielsilveira@camara.leg.br,Exmo. Senhor Deputado,403
Daniel Trzeciak ,dep.danieltrzeciak@camara.leg.br,Exmo. Senhor Deputado,917
Daniela do Waguinho ,dep.danieladowaguinho@camara.leg.br,Exma. Senhora Deputada,950
Danilo Cabral ,dep.danilocabral@camara.leg.br,Exmo. Senhor Deputado,423
Danilo Forte,dep.daniloforte@camara.leg.br,Exmo. Senhor Deputado,219
Danrlei de Deus Hinterholz ,dep.danrleidedeushinterholz@camara.leg.br,Exmo. Senhor Deputado,566
David Miranda ,dep.davidmiranda@camara.leg.br,Exmo. Senhor Deputado,267
David Soares ,dep.davidsoares@camara.leg.br,Exmo. Senhor Deputado,741
Delegado Antônio Furtado ,dep.delegadoantoniofurtado@camara.leg.br,Exmo. Senhor Deputado,602
Delegado Éder Mauro ,dep.delegadoedermauro@camara.leg.br,Exmo. Senhor Deputado,586
Delegado Marcelo Freitas ,dep.delegadomarcelofreitas@camara.leg.br,Exmo. Senhor Deputado,548
Delegado Pablo ,dep.delegadopablo@camara.leg.br,Exmo. Senhor Deputado,373
Delegado Waldir ,dep.delegadowaldir@camara.leg.br,Exmo. Senhor Deputado,645
Denis Bezerra ,dep.denisbezerra@camara.leg.br,Exmo. Senhor Deputado,625
Deuzinho Filho,dep.deuzinhofilho@camara.leg.br,Exmo. Senhor Deputado,545
Diego Andrade ,dep.diegoandrade@camara.leg.br,Exmo. Senhor Deputado,307
Diego Garcia ,dep.diegogarcia@camara.leg.br,Exmo. Senhor Deputado,910
Dimas Fabiano ,dep.dimasfabiano@camara.leg.br,Exmo. Senhor Deputado,736
Domingos Sávio ,dep.domingossavio@camara.leg.br,Exmo. Senhor Deputado,345
Dr. Agripino Magalhães,dep.dr.agripinomagalhaes@camara.leg.br,Exmo. Senhor Deputado,711
Dr. Frederico ,dep.dr.frederico@camara.leg.br,Exmo. Senhor Deputado,568
Dr. Jaziel ,dep.dr.jaziel@camara.leg.br,Exmo. Senhor Deputado,705
Dr. João,dep.dr.joao@camara.leg.br,Exmo. Senhor Deputado,352
Dr. Leonardo ,dep.dr.leonardo@camara.leg.br,Exmo. Senhor Deputado,445
Dr. Luiz Antonio Teixeira Jr. ,dep.dr.luizantonioteixeirajr@camara.leg.br,Exmo. Senhor Deputado,577
Dr. Luiz Ovando ,dep.dr.luizovando@camara.leg.br,Exmo. Senhor Deputado,644
Dr. Sinval Malheiros,dep.dr.sinvalmalheiros@camara.leg.br,Exmo. Senhor Deputado,717
Dr. Zacharias Calil ,dep.dr.zachariascalil@camara.leg.br,Exmo. Senhor Deputado,616
Dra. Soraya Manato ,dep.dra.sorayamanato@camara.leg.br,Exma. Senhora Deputada,313
Dra. Vanda Milani ,dep.dra.vandamilani@camara.leg.br,Exma. Senhora Deputada,516
Dulce Miranda ,dep.dulcemiranda@camara.leg.br,Exma. Senhora Deputada,530
Edilázio Júnior ,dep.edilaziojunior@camara.leg.br,Exmo. Senhor Deputado,862
Edio Lopes ,dep.ediolopes@camara.leg.br,Exmo. Senhor Deputado,408
Edmilson Rodrigues ,dep.edmilsonrodrigues@camara.leg.br,Exmo. Senhor Deputado,301
Edna Henrique ,dep.ednahenrique@camara.leg.br,Exma. Senhora Deputada,962
Eduardo Barbosa ,dep.eduardobarbosa@camara.leg.br,Exmo. Senhor Deputado,540
Eduardo Bismarck ,dep.eduardobismarck@camara.leg.br,Exmo. Senhor Deputado,652
Eduardo Bolsonaro ,dep.eduardobolsonaro@camara.leg.br,Exmo. Senhor Deputado,350
Eduardo Braide ,dep.eduardobraide@camara.leg.br,Exmo. Senhor Deputado,578
Eduardo Costa ,dep.eduardocosta@camara.leg.br,Exmo. Senhor Deputado,286
Eduardo Cury ,dep.eduardocury@camara.leg.br,Exmo. Senhor Deputado,368
Eduardo da Fonte ,dep.eduardodafonte@camara.leg.br,Exmo. Senhor Deputado,628
Efraim Filho ,dep.efraimfilho@camara.leg.br,Exmo. Senhor Deputado,744
Elcione Barbalho ,dep.elcionebarbalho@camara.leg.br,Exma. Senhora Deputada,206
Eli Borges ,dep.eliborges@camara.leg.br,Exmo. Senhor Deputado,248
Eli Corrêa Filho ,dep.elicorreafilho@camara.leg.br,Exmo. Senhor Deputado,850
Elias Vaz ,dep.eliasvaz@camara.leg.br,Exmo. Senhor Deputado,303
Elmar Nascimento ,dep.elmarnascimento@camara.leg.br,Exmo. Senhor Deputado,935
Emanuel Pinheiro Neto ,dep.emanuelpinheironeto@camara.leg.br,Exmo. Senhor Deputado,374
Emidinho Madeira ,dep.emidinhomadeira@camara.leg.br,Exmo. Senhor Deputado,837
Enéias Reis ,dep.eneiasreis@camara.leg.br,Exmo. Senhor Deputado,824
Enio Verri ,dep.enioverri@camara.leg.br,Exmo. Senhor Deputado,627
Enrico Misasi ,dep.enricomisasi@camara.leg.br,Exmo. Senhor Deputado,574
Erika Kokay ,dep.erikakokay@camara.leg.br,Exma. Senhora Deputada,203
Eros Biondini ,dep.erosbiondini@camara.leg.br,Exmo. Senhor Deputado,321
Euclydes Pettersen ,dep.euclydespettersen@camara.leg.br,Exmo. Senhor Deputado,456
Evair Vieira de Melo ,dep.evairvieirademelo@camara.leg.br,Exmo. Senhor Deputado,443
Expedito Netto ,dep.expeditonetto@camara.leg.br,Exmo. Senhor Deputado,943
Fábio Henrique ,dep.fabiohenrique@camara.leg.br,Exmo. Senhor Deputado,475
Fábio Mitidieri ,dep.fabiomitidieri@camara.leg.br,Exmo. Senhor Deputado,278
Fábio Ramalho ,dep.fabioramalho@camara.leg.br,Exmo. Senhor Deputado,826
Fabio Reis ,dep.fabioreis@camara.leg.br,Exmo. Senhor Deputado,410
Fabio Schiochet ,dep.fabioschiochet@camara.leg.br,Exmo. Senhor Deputado,758
Fábio Trad ,dep.fabiotrad@camara.leg.br,Exmo. Senhor Deputado,452
Fausto Pinato ,dep.faustopinato@camara.leg.br,Exmo. Senhor Deputado,562
Felício Laterça ,dep.feliciolaterca@camara.leg.br,Exmo. Senhor Deputado,275
Felipe Carreras ,dep.felipecarreras@camara.leg.br,Exmo. Senhor Deputado,318
Felipe Francischini ,dep.felipefrancischini@camara.leg.br,Exmo. Senhor Deputado,265
Felipe Rigoni ,dep.feliperigoni@camara.leg.br,Exmo. Senhor Deputado,846
Félix Mendonça Júnior ,dep.felixmendoncajunior@camara.leg.br,Exmo. Senhor Deputado,912
Fernanda Melchionna ,dep.fernandamelchionna@camara.leg.br,Exma. Senhora Deputada,621
Fernando Coelho Filho ,dep.fernandocoelhofilho@camara.leg.br,Exmo. Senhor Deputado,662
Fernando Monteiro ,dep.fernandomonteiro@camara.leg.br,Exmo. Senhor Deputado,243
Fernando Rodolfo ,dep.fernandorodolfo@camara.leg.br,Exmo. Senhor Deputado,481
Filipe Barros ,dep.filipebarros@camara.leg.br,Exmo. Senhor Deputado,745
Flávia Arruda ,dep.flaviaarruda@camara.leg.br,Exma. Senhora Deputada,646
Flávia Morais ,dep.flaviamorais@camara.leg.br,Exma. Senhora Deputada,738
Flaviano Melo ,dep.flavianomelo@camara.leg.br,Exmo. Senhor Deputado,224
Flávio Nogueira ,dep.flavionogueira@camara.leg.br,Exmo. Senhor Deputado,811
Flordelis ,dep.flordelis@camara.leg.br,Exma. Senhora Deputada,612
Francisco Jr. ,dep.franciscojr@camara.leg.br,Exmo. Senhor Deputado,643
Franco Cartafina ,dep.francocartafina@camara.leg.br,Exmo. Senhor Deputado,283
Fred Costa ,dep.fredcosta@camara.leg.br,Exmo. Senhor Deputado,633
Frei Anastacio Ribeiro ,dep.freianastacioribeiro@camara.leg.br,Exmo. Senhor Deputado,442
Gastão Vieira ,dep.gastaovieira@camara.leg.br,Exmo. Senhor Deputado,370
Gelson Azevedo ,dep.gelsonazevedo@camara.leg.br,Exmo. Senhor Deputado,369
Genecias Noronha ,dep.geneciasnoronha@camara.leg.br,Exmo. Senhor Deputado,244
General Girão ,dep.generalgirao@camara.leg.br,Exmo. Senhor Deputado,914
General Peternelli ,dep.generalpeternelli@camara.leg.br,Exmo. Senhor Deputado,570
Geninho Zuliani ,dep.geninhozuliani@camara.leg.br,Exmo. Senhor Deputado,860
Geovania de Sá ,dep.geovaniadesa@camara.leg.br,Exma. Senhora Deputada,606
Gervásio Maia ,dep.gervasiomaia@camara.leg.br,Exmo. Senhor Deputado,308
Giacobo ,dep.giacobo@camara.leg.br,Exmo. Senhor Deputado,762
Gil Cutrim ,dep.gilcutrim@camara.leg.br,Exmo. Senhor Deputado,385
Gilberto Abramo ,dep.gilbertoabramo@camara.leg.br,Exmo. Senhor Deputado,601
Gilberto Nascimento ,dep.gilbertonascimento@camara.leg.br,Exmo. Senhor Deputado,834
Gilson Marques ,dep.gilsonmarques@camara.leg.br,Exmo. Senhor Deputado,431
Giovani Cherini ,dep.giovanicherini@camara.leg.br,Exmo. Senhor Deputado,468
Giovani Feltes ,dep.giovanifeltes@camara.leg.br,Exmo. Senhor Deputado,376
Glauber Braga ,dep.glauberbraga@camara.leg.br,Exmo. Senhor Deputado,362
Glaustin da Fokus,dep.glaustindafokus@camara.leg.br,Exmo. Senhor Deputado,473
Gleisi Hoffmann ,dep.gleisihoffmann@camara.leg.br,Exma. Senhora Deputada,232
Gonzaga Patriota ,dep.gonzagapatriota@camara.leg.br,Exmo. Senhor Deputado,430
Greyce Elias ,dep.greyceelias@camara.leg.br,Exma. Senhora Deputada,340
Guiga Peixoto ,dep.guigapeixoto@camara.leg.br,Exmo. Senhor Deputado,333
Guilherme Derrite ,dep.guilhermederrite@camara.leg.br,Exmo. Senhor Deputado,639
Guilherme Mussi ,dep.guilhermemussi@camara.leg.br,Exmo. Senhor Deputado,712
Gurgel ,dep.gurgel@camara.leg.br,Exmo. Senhor Deputado,937
Gustavo Fruet ,dep.gustavofruet@camara.leg.br,Exmo. Senhor Deputado,827
Gustinho Ribeiro ,dep.gustinhoribeiro@camara.leg.br,Exmo. Senhor Deputado,379
Gutemberg Reis ,dep.gutembergreis@camara.leg.br,Exmo. Senhor Deputado,856
Haroldo Cathedral ,dep.haroldocathedral@camara.leg.br,Exmo. Senhor Deputado,280
Heitor Freire ,dep.heitorfreire@camara.leg.br,Exmo. Senhor Deputado,367
Heitor Schuch ,dep.heitorschuch@camara.leg.br,Exmo. Senhor Deputado,277
Helder Salomão ,dep.heldersalomao@camara.leg.br,Exmo. Senhor Deputado,573
Hélio Costa ,dep.heliocosta@camara.leg.br,Exmo. Senhor Deputado,609
Hélio Leite ,dep.helioleite@camara.leg.br,Exmo. Senhor Deputado,930
Helio Lopes ,dep.heliolopes@camara.leg.br,Exmo. Senhor Deputado,405
Henrique Fontana ,dep.henriquefontana@camara.leg.br,Exmo. Senhor Deputado,256
Hercílio Coelho Diniz ,dep.herciliocoelhodiniz@camara.leg.br,Exmo. Senhor Deputado,510
Herculano Passos ,dep.herculanopassos@camara.leg.br,Exmo. Senhor Deputado,926
Hermes Parcianello ,dep.hermesparcianello@camara.leg.br,Exmo. Senhor Deputado,234
Hildo Rocha ,dep.hildorocha@camara.leg.br,Exmo. Senhor Deputado,734
Hiran Gonçalves ,dep.hirangoncalves@camara.leg.br,Exmo. Senhor Deputado,478
Hugo Leal ,dep.hugoleal@camara.leg.br,Exmo. Senhor Deputado,631
Hugo Motta ,dep.hugomotta@camara.leg.br,Exmo. Senhor Deputado,237
Idilvan Alencar ,dep.idilvanalencar@camara.leg.br,Exmo. Senhor Deputado,737
Igor Kannário ,dep.igorkannario@camara.leg.br,Exmo. Senhor Deputado,337
Igor Timo ,dep.igortimo@camara.leg.br,Exmo. Senhor Deputado,726
Iracema Portella ,dep.iracemaportella@camara.leg.br,Exma. Senhora Deputada,924
Isnaldo Bulhões Jr. ,dep.isnaldobulhoesjr@camara.leg.br,Exmo. Senhor Deputado,460
Ivan Valente ,dep.ivanvalente@camara.leg.br,Exmo. Senhor Deputado,716
Jandira Feghali ,dep.jandirafeghali@camara.leg.br,Exma. Senhora Deputada,622
Jaqueline Cassol ,dep.jaquelinecassol@camara.leg.br,Exma. Senhora Deputada,242
Jefferson Campos ,dep.jeffersoncampos@camara.leg.br,Exmo. Senhor Deputado,346
Jerônimo Goergen ,dep.jeronimogoergen@camara.leg.br,Exmo. Senhor Deputado,316
Jéssica Sales ,dep.jessicasales@camara.leg.br,Exma. Senhora Deputada,952
Jesus Sérgio ,dep.jesussergio@camara.leg.br,Exmo. Senhor Deputado,941
Jhc,dep.jhc@camara.leg.br,Exmo. Senhor Deputado,958
Jhonatan de Jesus ,dep.jhonatandejesus@camara.leg.br,Exmo. Senhor Deputado,535
João Campos ,dep.joaocampos@camara.leg.br,Exmo. Senhor Deputado,315
João Carlos Bacelar ,dep.joaocarlosbacelar@camara.leg.br,Exmo. Senhor Deputado,928
João Daniel ,dep.joaodaniel@camara.leg.br,Exmo. Senhor Deputado,605
João H. Campos ,dep.joaohcampos@camara.leg.br,Exmo. Senhor Deputado,409
João Maia ,dep.joaomaia@camara.leg.br,Exmo. Senhor Deputado,439
João Marcelo Souza ,dep.joaomarcelosouza@camara.leg.br,Exmo. Senhor Deputado,506
João Roma ,dep.joaoroma@camara.leg.br,Exmo. Senhor Deputado,276
Joaquim Passarinho ,dep.joaquimpassarinho@camara.leg.br,Exmo. Senhor Deputado,334
Joenia Wapichana ,dep.joeniawapichana@camara.leg.br,Exma. Senhora Deputada,231
Joice Hasselmann ,dep.joicehasselmann@camara.leg.br,Exma. Senhora Deputada,825
Jorge Braz ,dep.jorgebraz@camara.leg.br,Exmo. Senhor Deputado,213
Jorge Solla ,dep.jorgesolla@camara.leg.br,Exmo. Senhor Deputado,571
José Airton Félix Cirilo ,dep.joseairtonfelixcirilo@camara.leg.br,Exmo. Senhor Deputado,319
José Guimarães ,dep.joseguimaraes@camara.leg.br,Exmo. Senhor Deputado,306
Jose Mario Schreiner ,dep.josemarioschreiner@camara.leg.br,Exmo. Senhor Deputado,567
José Medeiros ,dep.josemedeiros@camara.leg.br,Exmo. Senhor Deputado,335
José Nelto ,dep.josenelto@camara.leg.br,Exmo. Senhor Deputado,703
José Nunes ,dep.josenunes@camara.leg.br,Exmo. Senhor Deputado,728
José Priante ,dep.josepriante@camara.leg.br,Exmo. Senhor Deputado,752
José Ricardo ,dep.josericardo@camara.leg.br,Exmo. Senhor Deputado,411
José Rocha ,dep.joserocha@camara.leg.br,Exmo. Senhor Deputado,908
Joseildo Ramos ,dep.joseildoramos@camara.leg.br,Exmo. Senhor Deputado,642
Josimar Maranhãozinho ,dep.josimarmaranhaozinho@camara.leg.br,Exmo. Senhor Deputado,715
Juarez Costa ,dep.juarezcosta@camara.leg.br,Exmo. Senhor Deputado,472
Julian Lemos ,dep.julianlemos@camara.leg.br,Exmo. Senhor Deputado,272
Júlio Cesar ,dep.juliocesar@camara.leg.br,Exmo. Senhor Deputado,944
Julio Cesar Ribeiro ,dep.juliocesarribeiro@camara.leg.br,Exmo. Senhor Deputado,471
Júlio Delgado ,dep.juliodelgado@camara.leg.br,Exmo. Senhor Deputado,323
Juninho do Pneu ,dep.juninhodopneu@camara.leg.br,Exmo. Senhor Deputado,641
Junio Amaral ,dep.junioamaral@camara.leg.br,Exmo. Senhor Deputado,302
Júnior Ferrari ,dep.juniorferrari@camara.leg.br,Exmo. Senhor Deputado,919
Júnior Mano ,dep.juniormano@camara.leg.br,Exmo. Senhor Deputado,807
Juscelino Filho ,dep.juscelinofilho@camara.leg.br,Exmo. Senhor Deputado,222
Kim Kataguiri ,dep.kimkataguiri@camara.leg.br,Exmo. Senhor Deputado,421
Laercio Oliveira ,dep.laerciooliveira@camara.leg.br,Exmo. Senhor Deputado,629
Lafayette de Andrada ,dep.lafayettedeandrada@camara.leg.br,Exmo. Senhor Deputado,208
Lauriete ,dep.lauriete@camara.leg.br,Exma. Senhora Deputada,223
Leandre ,dep.leandre@camara.leg.br,Exma. Senhora Deputada,454
Leda Sadala ,dep.ledasadala@camara.leg.br,Exma. Senhora Deputada,611
Léo Moraes ,dep.leomoraes@camara.leg.br,Exmo. Senhor Deputado,503
Léo Motta ,dep.leomotta@camara.leg.br,Exmo. Senhor Deputado,724
Leonardo Monteiro ,dep.leonardomonteiro@camara.leg.br,Exmo. Senhor Deputado,922
Leônidas Cristino ,dep.leonidascristino@camara.leg.br,Exmo. Senhor Deputado,948
Leur Lomanto Júnior ,dep.leurlomantojunior@camara.leg.br,Exmo. Senhor Deputado,406
Lídice da Mata ,dep.lidicedamata@camara.leg.br,Exma. Senhora Deputada,913
Lincoln Portela ,dep.lincolnportela@camara.leg.br,Exmo. Senhor Deputado,615
Liziane Bayer ,dep.lizianebayer@camara.leg.br,Exma. Senhora Deputada,538
Loester Trutis ,dep.loestertrutis@camara.leg.br,Exmo. Senhor Deputado,380
Lourival Gomes ,dep.lourivalgomes@camara.leg.br,Exmo. Senhor Deputado,636
Lucas Gonzalez ,dep.lucasgonzalez@camara.leg.br,Exmo. Senhor Deputado,581
Lucas Redecker ,dep.lucasredecker@camara.leg.br,Exmo. Senhor Deputado,905
Lucas Vergilio ,dep.lucasvergilio@camara.leg.br,Exmo. Senhor Deputado,816
Luciano Bivar ,dep.lucianobivar@camara.leg.br,Exmo. Senhor Deputado,215
Luciano Ducci ,dep.lucianoducci@camara.leg.br,Exmo. Senhor Deputado,427
Lucio Mosquini ,dep.luciomosquini@camara.leg.br,Exmo. Senhor Deputado,918
Luis Miranda ,dep.luismiranda@camara.leg.br,Exmo. Senhor Deputado,241
Luis Tibé ,dep.luistibe@camara.leg.br,Exmo. Senhor Deputado,632
Luisa Canziani ,dep.luisacanziani@camara.leg.br,Exma. Senhora Deputada,842
Luiz Antônio Corrêa ,dep.luizantoniocorrea@camara.leg.br,Exmo. Senhor Deputado,610
Luiz Carlos ,dep.luizcarlos@camara.leg.br,Exmo. Senhor Deputado,512
